InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalAmount
555630,21794,CLASSIC FRENCH STYLE BASKET NATURAL,8,2011-06-06 12:04:00,3.95,14732,United Kingdom,31.6
555633,22822,CREAM WALL PLANTER HEART SHAPED,2,2011-06-06 12:22:00,5.95,14534,United Kingdom,11.9
555635,23283,DOORMAT VINTAGE LEAVES DESIGN ,2,2011-06-06 12:29:00,7.95,13319,United Kingdom,15.9
555640,22457,NATURAL SLATE HEART CHALKBOARD ,6,2011-06-06 13:06:00,2.95,14475,United Kingdom,17.700000000000003
555644,21936,RED RETROSPOT PICNIC BAG,2,2011-06-06 13:24:00,2.95,16520,United Kingdom,5.9
555644,23274,STAR T-LIGHT HOLDER WILLIE WINKIE,12,2011-06-06 13:24:00,1.65,16520,United Kingdom,19.8
555647,22627,MINT KITCHEN SCALES,2,2011-06-06 13:43:00,8.5,12957,United Kingdom,17.0
555647,21124,SET/10 BLUE POLKADOT PARTY CANDLES,24,2011-06-06 13:43:00,1.25,12957,United Kingdom,30.0
555649,85015,SET OF 12  VINTAGE POSTCARD SET,24,2011-06-06 13:47:00,0.65,15386,United Kingdom,15.6
555649,22538,MINI JIGSAW GO TO THE FAIR,24,2011-06-06 13:47:00,0.42,15386,United Kingdom,10.08
555650,84406B,CREAM CUPID HEARTS COAT HANGER,4,2011-06-06 13:48:00,4.15,14156,EIRE,16.6
555650,23075,DOUBLE CERAMIC PARLOUR HOOK,4,2011-06-06 13:48:00,4.15,14156,EIRE,16.6
555653,21792,CLASSIC FRENCH STYLE BASKET GREEN ,6,2011-06-06 14:12:00,3.95,17673,United Kingdom,23.700000000000003
555691,20717,STRAWBERRY SHOPPER BAG,30,2011-06-06 14:31:00,1.25,12843,United Kingdom,37.5
555703,20728,LUNCH BAG CARS BLUE,10,2011-06-06 15:06:00,1.65,15379,United Kingdom,16.5
555704,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,2011-06-06 15:06:00,0.85,14944,United Kingdom,10.2
555704,21733,RED HANGING HEART T-LIGHT HOLDER,12,2011-06-06 15:06:00,2.95,14944,United Kingdom,35.400000000000006
555705,22487,WHITE WOOD GARDEN PLANT LADDER,1,2011-06-06 15:24:00,9.95,14713,United Kingdom,9.95
555726,22728,ALARM CLOCK BAKELIKE PINK,4,2011-06-06 16:23:00,3.75,12540,Spain,15.0
555726,22704,WRAP RED APPLES ,25,2011-06-06 16:23:00,0.42,12540,Spain,10.5
555728,84927F,PSYCHEDELIC TILE HOOK,1,2011-06-06 16:41:00,2.1,17252,United Kingdom,2.1
555728,20763,DAISY SKETCHBOOK ,1,2011-06-06 16:41:00,3.75,17252,United Kingdom,3.75
555732,22427,ENAMEL FLOWER JUG CREAM,6,2011-06-07 08:19:00,5.95,14542,United Kingdom,35.7
555742,22706,WRAP COWBOYS  ,25,2011-06-07 10:34:00,0.42,16949,United Kingdom,10.5
555743,84279B,CHERRY BLOSSOM DECORATIVE FLASK,4,2011-06-07 10:42:00,3.75,12868,United Kingdom,15.0
555745,22485,SET OF 2 WOODEN MARKET CRATES,2,2011-06-07 10:46:00,12.75,14462,United Kingdom,25.5
555746,21272,SALLE DE BAIN HOOK,1,2011-06-07 10:55:00,1.25,14606,United Kingdom,1.25
555798,22090,PAPER BUNTING RETROSPOT,120,2011-06-07 11:32:00,2.55,16422,United Kingdom,306.0
555810,23203,JUMBO BAG DOILEY PATTERNS,10,2011-06-07 11:39:00,2.08,17091,United Kingdom,20.8
555808,84836,ZINC METAL HEART DECORATION,12,2011-06-07 11:39:00,1.25,14867,United Kingdom,15.0
555815,20719,WOODLAND CHARLOTTE BAG,10,2011-06-07 11:47:00,0.85,13089,United Kingdom,8.5
555815,21874,GIN AND TONIC MUG,12,2011-06-07 11:47:00,1.25,13089,United Kingdom,15.0
555835,47590A,BLUE HAPPY BIRTHDAY BUNTING,1,2011-06-07 12:34:00,5.45,14525,United Kingdom,5.45
555835,47580,TEA TIME DES TEA COSY,1,2011-06-07 12:34:00,2.55,14525,United Kingdom,2.55
555835,21238,RED RETROSPOT CUP,12,2011-06-07 12:34:00,0.85,14525,United Kingdom,10.2
555836,22431,WATERING CAN BLUE ELEPHANT,12,2011-06-07 12:36:00,1.95,13098,United Kingdom,23.4
555841,22553,PLASTERS IN TIN SKULLS,1,2011-06-07 12:47:00,1.65,14583,United Kingdom,1.65
555841,16218,CARTOON  PENCIL SHARPENERS,5,2011-06-07 12:47:00,0.06,14583,United Kingdom,0.3
555841,84192,ASSORTED COLOUR METAL CAT ,6,2011-06-07 12:47:00,1.25,14583,United Kingdom,7.5
555841,22796,PHOTO FRAME 3 CLASSIC HANGING,1,2011-06-07 12:47:00,9.95,14583,United Kingdom,9.95
555841,47503H,ASS FLORAL PRINT SPIRIT LEVEL ,1,2011-06-07 12:47:00,1.95,14583,United Kingdom,1.95
555845,84849B,FAIRY SOAP SOAP HOLDER,2,2011-06-07 13:19:00,1.69,17015,United Kingdom,3.38
555845,22047,EMPIRE GIFT WRAP,25,2011-06-07 13:19:00,0.42,17015,United Kingdom,10.5
555845,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,4,2011-06-07 13:19:00,0.83,17015,United Kingdom,3.32
555845,22147,FELTCRAFT BUTTERFLY HEARTS,3,2011-06-07 13:19:00,1.45,17015,United Kingdom,4.35
555845,22456,NATURAL SLATE CHALKBOARD LARGE ,1,2011-06-07 13:19:00,4.95,17015,United Kingdom,4.95
555845,22529,MAGIC DRAWING SLATE GO TO THE FAIR ,1,2011-06-07 13:19:00,0.42,17015,United Kingdom,0.42
555845,22539,MINI JIGSAW DOLLY GIRL,1,2011-06-07 13:19:00,0.42,17015,United Kingdom,0.42
555845,21902,"KEY FOB , FRONT  DOOR ",4,2011-06-07 13:19:00,0.65,17015,United Kingdom,2.6
555850,75049L,LARGE CIRCULAR MIRROR MOBILE,18,2011-06-07 13:35:00,1.25,16550,United Kingdom,22.5
555850,22624,IVORY KITCHEN SCALES,2,2011-06-07 13:35:00,8.5,16550,United Kingdom,17.0
555850,84828,JUNGLE POPSICLES ICE LOLLY MOULDS,6,2011-06-07 13:35:00,1.25,16550,United Kingdom,7.5
555851,84596G,SMALL CHOCOLATES PINK BOWL,5,2011-06-07 13:37:00,0.42,13050,United Kingdom,2.1
555852,21907,I'M ON HOLIDAY METAL SIGN,12,2011-06-07 13:38:00,2.1,17429,United Kingdom,25.200000000000003
555854,21775,DECORATIVE FLORE BATHROOM BOTTLE,1,2011-06-07 13:47:00,1.25,12748,United Kingdom,1.25
555854,21187,WHITE BELL HONEYCOMB PAPER GARLAND ,3,2011-06-07 13:47:00,1.65,12748,United Kingdom,4.949999999999999
555854,22358,KINGS CHOICE TEA CADDY ,1,2011-06-07 13:47:00,2.95,12748,United Kingdom,2.95
555855,22752,SET 7 BABUSHKA NESTING BOXES,1,2011-06-07 13:56:00,8.5,15311,United Kingdom,8.5
555855,22891,TEA FOR ONE POLKADOT,1,2011-06-07 13:56:00,4.25,15311,United Kingdom,4.25
555858,22908,PACK OF 20 NAPKINS RED APPLES,12,2011-06-07 14:12:00,0.85,14911,EIRE,10.2
555858,84992,72 SWEETHEART FAIRY CAKE CASES,24,2011-06-07 14:12:00,0.55,14911,EIRE,13.2
555862,22385,JUMBO BAG SPACEBOY DESIGN,10,2011-06-07 14:28:00,2.08,12757,Portugal,20.8
555862,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,2011-06-07 14:28:00,2.08,12757,Portugal,20.8
555865,84971S,SMALL HEART FLOWERS HOOK ,24,2011-06-07 14:30:00,0.85,14530,United Kingdom,20.4
555872,84051,ASS COLOUR GLOWING TIARAS,10,2011-06-07 15:04:00,0.85,13395,United Kingdom,8.5
555876,21391,FRENCH LAVENDER SCENT HEART,12,2011-06-07 15:28:00,0.75,15799,United Kingdom,9.0
555920,21955,DOORMAT UNION JACK GUNS AND ROSES,200,2011-06-07 16:35:00,4.58,18102,United Kingdom,916.0
555920,48173C,DOORMAT BLACK FLOCK ,200,2011-06-07 16:35:00,4.58,18102,United Kingdom,916.0
555929,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,24,2011-06-08 08:12:00,4.15,16525,United Kingdom,99.6
555932,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,8,2011-06-08 08:46:00,2.95,14217,United Kingdom,23.6
555941,21207,SKULL AND CROSSBONES  GARLAND ,12,2011-06-08 10:10:00,1.65,12726,France,19.8
555942,21754,HOME BUILDING BLOCK WORD,3,2011-06-08 10:14:00,5.95,15743,United Kingdom,17.85
555947,85183A,CHARLIE & LOLA WASTEPAPER BIN BLUE,12,2011-06-08 10:45:00,1.25,14911,EIRE,15.0
555979,37479B,CUBIC MUG FLOCK BLUE ON BROWN,12,2011-06-08 11:18:00,0.39,15039,United Kingdom,4.68
555979,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,12,2011-06-08 11:18:00,7.65,15039,United Kingdom,91.8
556009,47566B,TEA TIME PARTY BUNTING,8,2011-06-08 11:37:00,4.95,18221,United Kingdom,39.6
556021,21666,RIDGED GLASS T-LIGHT HOLDER,24,2011-06-08 12:03:00,0.65,12921,United Kingdom,15.6
556021,85099B,JUMBO BAG RED RETROSPOT,30,2011-06-08 12:03:00,2.08,12921,United Kingdom,62.400000000000006
556021,21987,PACK OF 6 SKULL PAPER CUPS,12,2011-06-08 12:03:00,0.65,12921,United Kingdom,7.800000000000001
556023,85099C,JUMBO  BAG BAROQUE BLACK WHITE,4,2011-06-08 12:21:00,2.08,14527,United Kingdom,8.32
556032,85132B,CHARLIE AND LOLA TABLE TINS,24,2011-06-08 12:35:00,1.95,15159,United Kingdom,46.8
556036,23245,SET OF 3 REGENCY CAKE TINS,4,2011-06-08 12:37:00,4.95,15159,United Kingdom,19.8
556038,18094C,WHITE AND BLUE CERAMIC OIL BURNER,3,2011-06-08 12:38:00,1.25,13184,United Kingdom,3.75
556042,23206,LUNCH BAG APPLE DESIGN,10,2011-06-08 12:44:00,1.65,14367,United Kingdom,16.5
556042,20725,LUNCH BAG RED RETROSPOT,10,2011-06-08 12:44:00,1.65,14367,United Kingdom,16.5
556041,22085,PAPER CHAIN KIT SKULLS ,1,2011-06-08 12:44:00,2.95,17954,United Kingdom,2.95
556043,21912,VINTAGE SNAKES & LADDERS,2,2011-06-08 12:49:00,3.75,14078,United Kingdom,7.5
556056,22918,HERB MARKER PARSLEY,1,2011-06-08 13:35:00,0.65,17841,United Kingdom,0.65
556056,23061,VINTAGE EMBOSSED HEART,1,2011-06-08 13:35:00,1.25,17841,United Kingdom,1.25
556056,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,3,2011-06-08 13:35:00,3.29,17841,United Kingdom,9.87
556056,20972,PINK CREAM FELT CRAFT TRINKET BOX ,1,2011-06-08 13:35:00,1.25,17841,United Kingdom,1.25
556066,84978,HANGING HEART JAR T-LIGHT HOLDER,150,2011-06-08 14:32:00,1.06,16872,United Kingdom,159.0
556071,23049,RECYCLED ACAPULCO MAT RED,2,2011-06-08 14:52:00,8.25,15974,United Kingdom,16.5
556073,20726,LUNCH BAG WOODLAND,10,2011-06-08 15:05:00,1.65,16358,United Kingdom,16.5
556102,23206,LUNCH BAG APPLE DESIGN,10,2011-06-08 16:15:00,1.65,13115,United Kingdom,16.5
556104,23204,CHARLOTTE BAG APPLES DESIGN,10,2011-06-08 16:34:00,0.85,13875,United Kingdom,8.5
556106,23084,RABBIT NIGHT LIGHT,10,2011-06-08 16:54:00,2.08,14056,United Kingdom,20.8
556106,22993,SET OF 4 PANTRY JELLY MOULDS,1,2011-06-08 16:54:00,1.25,14056,United Kingdom,1.25
556107,21707,FOLDING UMBRELLA BLACKBLUE POLKADOT,1,2011-06-08 17:09:00,4.95,17360,United Kingdom,4.95
556107,22728,ALARM CLOCK BAKELIKE PINK,1,2011-06-08 17:09:00,3.75,17360,United Kingdom,3.75
556107,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-06-08 17:09:00,2.95,17360,United Kingdom,5.9
556111,23168,CLASSIC CAFE SUGAR DISPENSER,12,2011-06-09 09:16:00,1.25,13004,United Kingdom,15.0
556113,21877,HOME SWEET HOME MUG,12,2011-06-09 09:32:00,1.25,13510,United Kingdom,15.0
556116,82616C,MIDNIGHT GLAMOUR SCARF KNITTING KIT,12,2011-06-09 09:44:00,1.25,15214,United Kingdom,15.0
556130,21206,STRAWBERRY HONEYCOMB  GARLAND ,12,2011-06-09 10:48:00,1.65,15738,United Kingdom,19.8
556130,47599A,PINK PARTY BAGS,18,2011-06-09 10:48:00,2.1,15738,United Kingdom,37.8
556183,21238,RED RETROSPOT CUP,8,2011-06-09 11:37:00,0.85,13134,United Kingdom,6.8
556194,22779,WOODEN OWLS LIGHT GARLAND ,8,2011-06-09 12:20:00,4.25,12483,Sweden,34.0
556195,23236,DOILEY STORAGE TIN,6,2011-06-09 12:21:00,2.89,16745,United Kingdom,17.34
556197,82578,KITCHEN METAL SIGN,12,2011-06-09 12:27:00,0.55,18065,United Kingdom,6.6000000000000005
556198,22662,LUNCH BAG DOLLY GIRL DESIGN,3,2011-06-09 12:30:00,1.65,14963,United Kingdom,4.949999999999999
556201,23084,RABBIT NIGHT LIGHT,12,2011-06-09 13:01:00,2.08,12347,Iceland,24.96
556206,21832,CHOCOLATE CALCULATOR,12,2011-06-09 13:46:00,1.65,14911,EIRE,19.8
556216,17107D,"FLOWER FAIRY,5 SUMMER B'DRAW LINERS",6,2011-06-09 14:15:00,2.55,15252,United Kingdom,15.3
556222,22799,SWEETHEART WIRE FRUIT BOWL,2,2011-06-09 14:23:00,8.5,17522,United Kingdom,17.0
556222,21934,SKULL SHOULDER BAG,12,2011-06-09 14:23:00,1.65,17522,United Kingdom,19.8
556229,20723,STRAWBERRY CHARLOTTE BAG,10,2011-06-09 14:43:00,0.85,12839,United Kingdom,8.5
556229,22355,CHARLOTTE BAG SUKI DESIGN,10,2011-06-09 14:43:00,0.85,12839,United Kingdom,8.5
556229,21172,PARTY METAL SIGN ,12,2011-06-09 14:43:00,1.45,12839,United Kingdom,17.4
556229,22379,RECYCLING BAG RETROSPOT ,5,2011-06-09 14:43:00,2.1,12839,United Kingdom,10.5
556234,22274,FELTCRAFT DOLL EMILY,1,2011-06-09 15:27:00,2.95,17961,United Kingdom,2.95
556234,22383,LUNCH BAG SUKI DESIGN ,1,2011-06-09 15:27:00,1.65,17961,United Kingdom,1.65
556238,22356,CHARLOTTE BAG PINK POLKADOT,10,2011-06-09 15:35:00,0.85,13397,United Kingdom,8.5
556241,POST,POSTAGE,8,2011-06-09 16:04:00,28.0,12597,Spain,224.0
556244,82600,NO SINGING METAL SIGN,2,2011-06-09 16:08:00,2.1,15867,United Kingdom,4.2
556245,22917,HERB MARKER ROSEMARY,1,2011-06-09 16:10:00,0.65,17841,United Kingdom,0.65
556245,22919,HERB MARKER MINT,1,2011-06-09 16:10:00,0.65,17841,United Kingdom,0.65
556246,22417,PACK OF 60 SPACEBOY CAKE CASES,1,2011-06-09 16:16:00,0.55,16113,United Kingdom,0.55
556253,23110,PARISIENNE KEY CABINET ,2,2011-06-09 16:55:00,5.75,17652,United Kingdom,11.5
556254,85177,BASKET OF FLOWERS SEWING KIT,12,2011-06-09 16:57:00,0.85,13213,United Kingdom,10.2
556257,47566,PARTY BUNTING,3,2011-06-09 17:47:00,4.95,17576,United Kingdom,14.85
556259,47566,PARTY BUNTING,4,2011-06-09 17:53:00,4.95,12721,France,19.8
556259,22759,SET OF 3 NOTEBOOKS IN PARCEL,12,2011-06-09 17:53:00,1.65,12721,France,19.8
556263,22727,ALARM CLOCK BAKELIKE RED ,1,2011-06-09 18:41:00,3.75,13969,United Kingdom,3.75
556267,22161,HEART DECORATION RUSTIC HANGING ,384,2011-06-09 19:33:00,0.19,13694,United Kingdom,72.96000000000001
556280,21175,GIN + TONIC DIET METAL SIGN,5,2011-06-09 20:03:00,2.55,14584,United Kingdom,12.75
556282,17014A,ORIGAMI VANILLA INCENSE CONES,12,2011-06-10 08:24:00,0.42,15679,United Kingdom,5.04
556290,22138,BAKING SET 9 PIECE RETROSPOT ,3,2011-06-10 09:23:00,4.95,17088,United Kingdom,14.85
556318,22831,WHITE BROCANTE SOAP DISH,12,2011-06-10 10:49:00,2.95,16767,United Kingdom,35.400000000000006
556325,21770,OPEN CLOSED METAL SIGN,1,2011-06-10 11:20:00,4.95,17234,United Kingdom,4.95
556330,22188,BLACK HEART CARD HOLDER,2,2011-06-10 11:29:00,3.95,17797,United Kingdom,7.9
556330,84725,FREESTYLE CANVAS ART PICTURE,1,2011-06-10 11:29:00,1.65,17797,United Kingdom,1.65
556341,22673,FRENCH GARDEN SIGN BLUE METAL,12,2011-06-10 11:36:00,1.25,16614,United Kingdom,15.0
556365,22083,PAPER CHAIN KIT RETROSPOT,3,2011-06-10 11:44:00,2.95,16370,United Kingdom,8.850000000000001
556365,21156,RETROSPOT CHILDRENS APRON,2,2011-06-10 11:44:00,1.95,16370,United Kingdom,3.9
556365,20728,LUNCH BAG CARS BLUE,10,2011-06-10 11:44:00,1.65,16370,United Kingdom,16.5
556408,21908,CHOCOLATE THIS WAY METAL SIGN,1,2011-06-10 11:54:00,2.1,13533,United Kingdom,2.1
556413,22382,LUNCH BAG SPACEBOY DESIGN ,1,2011-06-10 12:01:00,1.65,16005,United Kingdom,1.65
556416,22971,QUEENS GUARD COFFEE MUG,6,2011-06-10 12:19:00,2.55,15527,United Kingdom,15.3
556425,22161,HEART DECORATION RUSTIC HANGING ,6,2011-06-10 12:51:00,0.19,14178,United Kingdom,1.14
556434,22699,ROSES REGENCY TEACUP AND SAUCER ,12,2011-06-10 14:06:00,2.95,14895,United Kingdom,35.400000000000006
556434,22084,PAPER CHAIN KIT EMPIRE,6,2011-06-10 14:06:00,2.95,14895,United Kingdom,17.700000000000003
556441,22374,AIRLINE BAG VINTAGE JET SET RED,1,2011-06-10 15:07:00,4.25,14415,United Kingdom,4.25
556455,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2011-06-10 16:46:00,2.55,15856,United Kingdom,81.6
556460,21889,WOODEN BOX OF DOMINOES,12,2011-06-12 09:56:00,1.25,14276,United Kingdom,15.0
556469,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,20,2011-06-12 11:37:00,0.85,12516,Germany,17.0
556469,21930,JUMBO STORAGE BAG SKULLS,20,2011-06-12 11:37:00,2.08,12516,Germany,41.6
556472,22089,PAPER BUNTING VINTAGE PAISLEY,6,2011-06-12 11:48:00,2.95,16633,United Kingdom,17.700000000000003
556473,22427,ENAMEL FLOWER JUG CREAM,1,2011-06-12 12:00:00,5.95,17265,United Kingdom,5.95
556473,21179,NO JUNK MAIL METAL SIGN,2,2011-06-12 12:00:00,1.25,17265,United Kingdom,2.5
556473,22090,PAPER BUNTING RETROSPOT,1,2011-06-12 12:00:00,2.95,17265,United Kingdom,2.95
556473,22217,T-LIGHT HOLDER HANGING LACE,3,2011-06-12 12:00:00,1.25,17265,United Kingdom,3.75
556474,23203,JUMBO BAG DOILEY PATTERNS,2,2011-06-12 12:01:00,2.08,16007,United Kingdom,4.16
556474,23298,SPOTTY BUNTING,1,2011-06-12 12:01:00,4.95,16007,United Kingdom,4.95
556474,23152,IVORY SWEETHEART WIRE LETTER RACK ,2,2011-06-12 12:01:00,3.75,16007,United Kingdom,7.5
556475,23118,PARISIENNE JEWELLERY DRAWER ,1,2011-06-12 12:03:00,7.5,18109,United Kingdom,7.5
556477,22961,JAM MAKING SET PRINTED,2,2011-06-12 12:20:00,1.45,12841,United Kingdom,2.9
556478,22999,TRAVEL CARD WALLET RETRO PETALS,1,2011-06-12 12:34:00,0.42,13069,United Kingdom,0.42
556480,23321,SMALL WHITE HEART OF WICKER,4,2011-06-12 12:55:00,1.69,13617,United Kingdom,6.76
556481,22993,SET OF 4 PANTRY JELLY MOULDS,4,2011-06-12 13:00:00,1.25,16115,United Kingdom,5.0
556484,21746,SMALL RED RETROSPOT WINDMILL,10,2011-06-12 13:17:00,1.25,16938,United Kingdom,12.5
556484,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,2011-06-12 13:17:00,3.75,16938,United Kingdom,3.75
556484,72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,4,2011-06-12 13:17:00,2.1,16938,United Kingdom,8.4
556485,23206,LUNCH BAG APPLE DESIGN,3,2011-06-12 13:21:00,1.65,17211,United Kingdom,4.949999999999999
556486,22228,BUNNY WOODEN PAINTED WITH BIRD ,12,2011-06-12 13:22:00,0.39,17422,United Kingdom,4.68
556487,21326,AGED GLASS SILVER T-LIGHT HOLDER,12,2011-06-12 13:51:00,0.65,17289,United Kingdom,7.800000000000001
556491,23209,LUNCH BAG DOILEY PATTERN ,5,2011-06-12 14:15:00,1.65,16794,United Kingdom,8.25
556494,85049A,TRADITIONAL CHRISTMAS RIBBONS,3,2011-06-12 14:57:00,1.25,17802,United Kingdom,3.75
556494,22865,HAND WARMER OWL DESIGN,5,2011-06-12 14:57:00,2.1,17802,United Kingdom,10.5
556495,21901,"KEY FOB , BACK DOOR ",1,2011-06-12 15:14:00,0.65,18069,United Kingdom,0.65
556497,22551,PLASTERS IN TIN SPACEBOY,12,2011-06-12 15:31:00,1.65,15271,United Kingdom,19.8
556500,23174,REGENCY SUGAR BOWL GREEN,4,2011-06-13 07:58:00,4.15,13468,United Kingdom,16.6
556503,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2011-06-13 08:44:00,2.95,13517,United Kingdom,35.400000000000006
556503,22478,BIRDHOUSE GARDEN MARKER ,10,2011-06-13 08:44:00,1.25,13517,United Kingdom,12.5
556505,22616,PACK OF 12 LONDON TISSUES ,504,2011-06-13 09:43:00,0.29,17381,United Kingdom,146.16
556507,23204,CHARLOTTE BAG APPLES DESIGN,10,2011-06-13 09:55:00,0.85,12567,France,8.5
556507,22384,LUNCH BAG PINK POLKADOT,10,2011-06-13 09:55:00,1.65,12567,France,16.5
556510,11001,ASSTD DESIGN RACING CAR PEN,16,2011-06-13 10:36:00,1.69,14911,EIRE,27.04
556512,23204,CHARLOTTE BAG APPLES DESIGN,20,2011-06-13 10:44:00,0.85,14688,United Kingdom,17.0
556523,22920,HERB MARKER BASIL,15,2011-06-13 11:24:00,0.65,16938,United Kingdom,9.75
556528,22431,WATERING CAN BLUE ELEPHANT,12,2011-06-13 11:36:00,1.95,13269,United Kingdom,23.4
556529,22332,SKULLS PARTY BAG + STICKER SET,8,2011-06-13 11:41:00,1.65,12714,France,13.2
556529,22331,WOODLAND PARTY BAG + STICKER SET,8,2011-06-13 11:41:00,1.65,12714,France,13.2
556533,21915,RED  HARMONICA IN BOX ,24,2011-06-13 12:05:00,1.25,15625,United Kingdom,30.0
556536,20992,JAZZ HEARTS PURSE NOTEBOOK,6,2011-06-13 12:36:00,0.39,17795,United Kingdom,2.34
556536,22076,6 RIBBONS EMPIRE  ,1,2011-06-13 12:36:00,1.65,17795,United Kingdom,1.65
556536,84375,SET OF 20 KIDS COOKIE CUTTERS,12,2011-06-13 12:36:00,2.1,17795,United Kingdom,25.200000000000003
556571,23300,GARDENERS KNEELING PAD CUP OF TEA ,12,2011-06-13 13:13:00,1.65,13018,United Kingdom,19.8
556573,20754,RETROSPOT RED WASHING UP GLOVES,1,2011-06-13 13:32:00,2.1,14667,United Kingdom,2.1
556573,23298,SPOTTY BUNTING,14,2011-06-13 13:32:00,4.95,14667,United Kingdom,69.3
556575,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,1,2011-06-13 13:44:00,4.95,17027,United Kingdom,4.95
556576,85040A,S/4 PINK FLOWER CANDLES IN BOWL,1,2011-06-13 13:55:00,1.65,14606,United Kingdom,1.65
556578,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,24,2011-06-13 14:13:00,0.55,12472,Germany,13.2
556578,20728,LUNCH BAG CARS BLUE,10,2011-06-13 14:13:00,1.65,12472,Germany,16.5
556579,90147,CHUNKY SILVER NECKLACE PASTEL FLOWE,2,2011-06-13 14:16:00,9.95,15069,United Kingdom,19.9
556579,90190B,GOLD/AMBER DROP EARRINGS W LEAF,6,2011-06-13 14:16:00,2.95,15069,United Kingdom,17.700000000000003
556579,23108,SET OF 10 LED DOLLY LIGHTS,2,2011-06-13 14:16:00,6.25,15069,United Kingdom,12.5
556579,23209,LUNCH BAG DOILEY PATTERN ,10,2011-06-13 14:16:00,1.65,15069,United Kingdom,16.5
556630,20725,LUNCH BAG RED RETROSPOT,10,2011-06-13 14:59:00,1.65,13999,United Kingdom,16.5
556642,22919,HERB MARKER MINT,5,2011-06-13 15:47:00,0.65,17236,United Kingdom,3.25
556667,22381,TOY TIDY PINK POLKADOT,50,2011-06-13 16:25:00,1.85,15838,United Kingdom,92.5
556671,23291,DOLLY GIRL CHILDRENS CUP,2,2011-06-13 16:33:00,1.25,17841,United Kingdom,2.5
556671,48185,DOORMAT FAIRY CAKE,1,2011-06-13 16:33:00,7.95,17841,United Kingdom,7.95
556671,21232,STRAWBERRY CERAMIC TRINKET BOX,1,2011-06-13 16:33:00,1.25,17841,United Kingdom,1.25
556719,23100,SILVER BELLS TABLE DECORATION,12,2011-06-14 11:21:00,1.25,17428,United Kingdom,15.0
556726,82484,WOOD BLACK BOARD ANT WHITE FINISH,204,2011-06-14 11:31:00,4.8,18102,United Kingdom,979.2
556728,82583,HOT BATHS METAL SIGN,3,2011-06-14 11:36:00,2.1,15719,United Kingdom,6.300000000000001
556728,82494L,WOODEN FRAME ANTIQUE WHITE ,2,2011-06-14 11:36:00,2.95,15719,United Kingdom,5.9
556732,20725,LUNCH BAG RED RETROSPOT,3,2011-06-14 11:47:00,1.65,15039,United Kingdom,4.949999999999999
556733,37448,CERAMIC CAKE DESIGN SPOTTED MUG,3,2011-06-14 11:53:00,1.49,16919,United Kingdom,4.47
556733,22059,CERAMIC STRAWBERRY DESIGN MUG,3,2011-06-14 11:53:00,1.49,16919,United Kingdom,4.47
556733,22994,TRAVEL CARD WALLET RETROSPOT,6,2011-06-14 11:53:00,0.42,16919,United Kingdom,2.52
556740,23309,SET OF 60 I LOVE LONDON CAKE CASES ,2,2011-06-14 12:06:00,0.55,17346,United Kingdom,1.1
556768,23094,LE GRAND TRAY CHIC SET,4,2011-06-14 12:21:00,12.5,17243,United Kingdom,50.0
556777,21756,BATH BUILDING BLOCK WORD,3,2011-06-14 12:31:00,5.95,14426,United Kingdom,17.85
556780,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-06-14 12:46:00,2.95,14524,United Kingdom,8.850000000000001
556781,21123,SET/10 IVORY POLKADOT PARTY CANDLES,24,2011-06-14 12:47:00,1.25,13384,United Kingdom,30.0
556782,23089,GLASS BON BON JAR,6,2011-06-14 13:04:00,1.65,14871,United Kingdom,9.9
556784,22193,RED DINER WALL CLOCK,1,2011-06-14 13:15:00,8.5,14461,United Kingdom,8.5
556784,22363,GLASS JAR MARMALADE ,2,2011-06-14 13:15:00,2.95,14461,United Kingdom,5.9
556784,35909B,PINK FLOWERS RABBIT EASTER,2,2011-06-14 13:15:00,2.95,14461,United Kingdom,5.9
556784,21678,PAISLEY PATTERN  STICKERS,6,2011-06-14 13:15:00,0.85,14461,United Kingdom,5.1
556784,22746,POPPY'S PLAYHOUSE LIVINGROOM ,2,2011-06-14 13:15:00,2.1,14461,United Kingdom,4.2
556784,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,6,2011-06-14 13:15:00,4.25,14461,United Kingdom,25.5
556791,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,24,2011-06-14 13:51:00,1.25,16928,United Kingdom,30.0
